id,date,wilaya,canal,texte_reclamation,categorie,sentiment,urgence,status,suggested_action
105035,16/10/2025,Saïda,Centre d'appel,demande d'assistance: installation non réalisée dans les délais.,Résiliation,Négatif,élevée,Nouveau,Traitement Niveau 1
105036,14/9/2024,Ghardaïa,Site web,demande d'assistance: image figée sur certaines chaines.,Assistance,Neutre,Basse,Nouveau,Envoi Guide PDF/SMS
105037,21/1/2025,Saïda,Centre d'appel,demande d'assistance: erreur d'authentification lors de la connexion.,Coupure de ligne,Neutre,Moyenne,Clôturé,Vérification Boitier Extérieur
105038,8/6/2024,Constantine,Application mobile,"demande d'assistance: problème lors de la résiliation, facturation continue.",Assistance,Neutre,élevée,Résolu,Envoi Guide PDF/SMS
105039,29/9/2025,Alger,Centre d'appel,incident: débit très faible en soirée.,Internet lent,Positif,Moyenne,Résolu,Proposition Upgrade Offre
105040,4/2/2024,Béjaïa,Centre d'appel,demande d'assistance: modem ne se synchronise pas.,Internet lent,Neutre,Critique,Nouveau,Optimisation Wifi à Distance
105041,17/5/2025,Ouargla,Application mobile,réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Moyenne,Escaladé,Vérification Boitier Extérieur
105042,25/11/2024,Sétif,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Télévision,Négatif,Moyenne,Résolu,Reconfiguration Décodeur
105043,1/6/2025,Chlef,Email,abonné rapporte image figée sur certaines chaines.,Configuration,Négatif,Moyenne,Résolu,Envoi Guide PDF/SMS
105044,25/3/2024,Constantine,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Internet lent,Neutre,Basse,En cours,Test de Stabilité de Ligne
105045,7/5/2024,Constantine,Centre d'appel,"demande d'assistance: problème lors de la résiliation, facturation continue.",Facturation,Positif,élevée,En cours,Explication Détails Facture
105046,28/2/2024,Skikda,Centre d'appel,incident: débit très faible en soirée.,Internet lent,Négatif,Moyenne,En cours,Proposition Upgrade Offre
105047,21/9/2024,Jijel,Centre d'appel,"client signale montant facturé incorrectement, demande régularisation.",Installation,Neutre,élevée,En cours,Accélération Mise en Service
105048,29/7/2024,Adrar,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Internet lent,Neutre,élevée,En cours,Optimisation Wifi à Distance
105049,23/12/2024,Boumerdès,Application mobile,client signale erreur d'authentification lors de la connexion.,Facturation,Positif,Basse,Résolu,Explication Détails Facture
105050,3/8/2025,Sétif,Site web,incident: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Basse,En cours,Optimisation Wifi à Distance
105051,27/11/2024,Mostaganem,Application mobile,réclamation: erreur d'authentification lors de la connexion.,Facturation,Négatif,Basse,En cours,Audit Facturation & Geste Commercial
105052,23/9/2025,Laghouat,Site web,abonné rapporte image figée sur certaines chaines.,Problème matériel,Négatif,élevée,Résolu,Traitement Niveau 1
105053,27/3/2025,Saïda,Application mobile,demande d'assistance: modem ne se synchronise pas.,Résiliation,Neutre,Moyenne,Résolu,Traitement Niveau 1
105054,7/6/2024,Jijel,Centre d'appel,"demande d'assistance: problème lors de la résiliation, facturation continue.",Résiliation,Négatif,élevée,Nouveau,Traitement Niveau 1
105055,9/7/2024,Annaba,Application mobile,incident: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,En cours,Test de Stabilité de Ligne
105056,30/10/2024,Chlef,Centre d'appel,réclamation: débit très faible en soirée.,Installation,Neutre,Basse,En cours,Confirmation Date RDV
105057,12/10/2024,Laghouat,Agence commerciale,réclamation: demande d'information sur l'offre et le contrat.,Assistance,Positif,élevée,Résolu,Envoi Guide PDF/SMS
105058,10/8/2024,Annaba,Email,client signale bruit important sur la ligne téléphonique.,Facturation,Positif,Basse,Résolu,Explication Détails Facture
105059,13/9/2025,Alger,Site web,demande d'assistance: installation non réalisée dans les délais.,Internet lent,Négatif,Moyenne,En cours,Test de Stabilité de Ligne
105060,11/5/2025,Tlemcen,Site web,abonné rapporte image figée sur certaines chaines.,Facturation,Neutre,Basse,Résolu,Explication Détails Facture
105061,31/8/2025,Alger,Site web,"client signale problème lors de la résiliation, facturation continue.",Résiliation,Négatif,Basse,Nouveau,Traitement Niveau 1
105062,19/2/2024,Batna,Application mobile,client signale image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,Nouveau,Test de Stabilité de Ligne
105063,14/4/2024,Sétif,Site web,"réclamation: montant facturé incorrectement, demande régularisation.",Résiliation,Négatif,Basse,Nouveau,Traitement Niveau 1
105064,2/4/2025,Jijel,Centre d'appel,réclamation: modem ne se synchronise pas.,Facturation,Négatif,Basse,En cours,Explication Détails Facture
105065,12/2/2024,Mostaganem,Site web,client signale débit très faible en soirée.,Internet lent,Négatif,Basse,Résolu,Proposition Upgrade Offre
105066,7/3/2025,Tiaret,Centre d'appel,abonné rapporte image figée sur certaines chaines.,Assistance,Négatif,Moyenne,Résolu,Envoi Guide PDF/SMS
105067,1/2/2024,Tizi Ouzou,Site web,client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
105068,19/6/2025,Oran,Site web,demande d'assistance: demande d'information sur l'offre et le contrat.,Internet lent,Positif,Basse,En cours,Optimisation Wifi à Distance
105069,31/1/2025,Tizi Ouzou,Centre d'appel,client signale coupure de service depuis ce matin.,Facturation,Négatif,élevée,Nouveau,Explication Détails Facture
105070,19/3/2024,Médéa,Site web,client signale image figée sur certaines chaines.,Internet lent,Négatif,élevée,En cours,Optimisation Wifi à Distance
105071,1/3/2024,Béjaïa,Centre d'appel,demande d'assistance: demande d'information sur l'offre et le contrat.,Installation,Négatif,Moyenne,Résolu,Confirmation Date RDV
105072,15/1/2024,Sétif,Centre d'appel,client signale modem ne se synchronise pas.,Internet lent,Neutre,Basse,Résolu,Test de Stabilité de Ligne
105073,28/12/2024,Boumerdès,Email,client signale installation non réalisée dans les délais.,Problème matériel,Négatif,Moyenne,En cours,Traitement Niveau 1
105074,20/4/2025,Adrar,Application mobile,client signale coupure de service depuis ce matin.,Internet lent,Négatif,Basse,Clôturé,Test de Stabilité de Ligne
105075,12/5/2025,Annaba,Site web,demande d'assistance: coupure de service depuis ce matin.,Coupure de ligne,Neutre,Critique,Résolu,Intervention Technique Prioritaire
105076,3/9/2024,Skikda,Application mobile,"abonné rapporte montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Basse,Clôturé,Vérification Boitier Extérieur
105077,25/2/2024,Jijel,Application mobile,client signale bruit important sur la ligne téléphonique.,Problème matériel,Négatif,Basse,Résolu,Traitement Niveau 1
105078,9/7/2024,Sidi Bel Abbès,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Facturation,Négatif,Basse,Nouveau,Explication Détails Facture
105079,3/2/2024,Msila,Email,client signale erreur d'authentification lors de la connexion.,Internet lent,Négatif,Basse,Escaladé,Optimisation Wifi à Distance
105080,13/6/2025,Tizi Ouzou,Centre d'appel,incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
105081,29/2/2024,Blida,Centre d'appel,"client signale problème lors de la résiliation, facturation continue.",Problème matériel,Négatif,Moyenne,En cours,Traitement Niveau 1
105082,13/8/2025,Batna,Email,client signale image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,En cours,Test de Stabilité de Ligne
105083,6/5/2025,Biskra,Application mobile,"client signale problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,Résolu,Optimisation Wifi à Distance
105084,6/7/2025,Boumerdès,Centre d'appel,réclamation: modem ne se synchronise pas.,Autre,Négatif,élevée,Nouveau,Traitement Niveau 1
105085,13/10/2024,Tizi Ouzou,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Facturation,Négatif,Critique,Escaladé,Escalade Manager & Suivi
105086,18/1/2025,Ouargla,Centre d'appel,demande d'assistance: bruit important sur la ligne téléphonique.,Facturation,Négatif,Basse,Résolu,Explication Détails Facture
105087,11/10/2024,Tlemcen,Site web,client signale demande d'information sur l'offre et le contrat.,Autre,Négatif,Basse,Escaladé,Traitement Niveau 1
105088,7/1/2025,Annaba,Site web,client signale modem ne se synchronise pas.,Autre,Négatif,Moyenne,Résolu,Traitement Niveau 1
105089,3/10/2024,Sétif,Site web,"abonné rapporte problème lors de la résiliation, facturation continue.",Installation,Positif,Basse,En cours,Confirmation Date RDV
105090,15/9/2025,Sidi Bel Abbès,Agence commerciale,réclamation: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,En cours,Test de Stabilité de Ligne
105091,26/8/2025,Sétif,Agence commerciale,"demande d'assistance: montant facturé incorrectement, demande régularisation.",Résiliation,Neutre,Moyenne,En cours,Traitement Niveau 1
105092,11/2/2025,Blida,Email,abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
105093,26/5/2024,Adrar,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Installation,Négatif,Basse,En cours,Confirmation Date RDV
105094,11/6/2025,Laghouat,Email,réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,élevée,En cours,Intervention Technique Prioritaire
105095,27/6/2025,Jijel,Centre d'appel,réclamation: débit très faible en soirée.,Internet lent,Positif,Basse,Résolu,Proposition Upgrade Offre
105096,5/4/2024,Chlef,Centre d'appel,demande d'assistance: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Critique,En cours,Escalade Manager & Suivi
105097,7/7/2024,Sétif,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Négatif,Basse,Nouveau,Vérification Boitier Extérieur
105098,17/12/2024,Laghouat,Application mobile,incident: modem ne se synchronise pas.,Télévision,Neutre,Basse,Résolu,Reconfiguration Décodeur
105099,3/7/2024,Jijel,Centre d'appel,demande d'assistance: erreur d'authentification lors de la connexion.,Autre,Négatif,Moyenne,Escaladé,Traitement Niveau 1
105100,7/1/2024,Tizi Ouzou,Centre d'appel,réclamation: installation non réalisée dans les délais.,Internet lent,Neutre,Basse,Nouveau,Test de Stabilité de Ligne
105101,19/9/2024,Adrar,Centre d'appel,"incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Moyenne,En cours,Vérification Boitier Extérieur
105102,1/5/2024,Jijel,Centre d'appel,abonné rapporte erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
105103,15/10/2025,El Oued,Agence commerciale,client signale bruit important sur la ligne téléphonique.,Autre,Positif,Basse,Nouveau,Traitement Niveau 1
105104,11/4/2024,El Oued,Centre d'appel,client signale installation non réalisée dans les délais.,Problème matériel,Négatif,Basse,Nouveau,Traitement Niveau 1
105105,14/12/2024,Tizi Ouzou,Agence commerciale,client signale erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
105106,11/3/2024,Biskra,Application mobile,"réclamation: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
105107,25/7/2025,Médéa,Centre d'appel,abonné rapporte bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
105108,25/8/2024,Biskra,Centre d'appel,réclamation: demande d'information sur l'offre et le contrat.,Autre,Négatif,Basse,En cours,Traitement Niveau 1
105109,7/7/2024,Sétif,Agence commerciale,réclamation: installation non réalisée dans les délais.,Facturation,Négatif,Moyenne,Nouveau,Explication Détails Facture
105110,16/3/2024,Tlemcen,Centre d'appel,demande d'assistance: demande d'information sur l'offre et le contrat.,Internet lent,Positif,Basse,En cours,Optimisation Wifi à Distance
105111,26/5/2024,Boumerdès,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Facturation,Négatif,Basse,En cours,Explication Détails Facture
105112,18/11/2024,Sidi Bel Abbès,Centre d'appel,incident: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,En cours,Optimisation Wifi à Distance
105113,5/8/2024,Alger,Centre d'appel,client signale coupure de service depuis ce matin.,Télévision,Négatif,élevée,Nouveau,Reconfiguration Décodeur
105114,1/6/2025,Médéa,Site web,demande d'assistance: image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,Clôturé,Vérification Boitier Extérieur
105115,28/7/2025,Blida,Centre d'appel,"réclamation: montant facturé incorrectement, demande régularisation.",Configuration,Positif,Basse,En cours,Envoi Guide PDF/SMS
105116,5/3/2025,Sétif,Agence commerciale,abonné rapporte image figée sur certaines chaines.,Facturation,Négatif,Basse,En cours,Explication Détails Facture
105117,13/6/2025,El Oued,Centre d'appel,incident: modem ne se synchronise pas.,Problème matériel,Négatif,Moyenne,En cours,Stabilisation Bande Passante
105118,9/5/2024,Ghardaïa,Agence commerciale,demande d'assistance: modem ne se synchronise pas.,Télévision,Neutre,Moyenne,Résolu,Reconfiguration Décodeur
105119,10/6/2024,Relizane,Application mobile,client signale modem ne se synchronise pas.,Télévision,Négatif,Critique,Escaladé,Escalade Manager & Suivi
105120,13/8/2024,Béjaïa,Centre d'appel,demande d'assistance: modem ne se synchronise pas.,Télévision,Négatif,Moyenne,En cours,Stabilisation Bande Passante
105121,26/3/2025,Ouargla,Centre d'appel,"client signale montant facturé incorrectement, demande régularisation.",Problème matériel,Positif,Moyenne,En cours,Traitement Niveau 1
105122,4/3/2024,Alger,Site web,incident: débit très faible en soirée.,Internet lent,Négatif,Moyenne,Résolu,Proposition Upgrade Offre
105123,24/2/2025,Laghouat,Agence commerciale,"réclamation: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Moyenne,Nouveau,Vérification Boitier Extérieur
105124,28/2/2024,Saïda,Site web,incident: erreur d'authentification lors de la connexion.,Facturation,Négatif,élevée,Résolu,Audit Facturation & Geste Commercial
105125,9/3/2025,Béjaïa,Application mobile,incident: erreur d'authentification lors de la connexion.,Autre,Neutre,élevée,Nouveau,Traitement Niveau 1
105126,2/11/2024,Msila,Email,demande d'assistance: coupure de service depuis ce matin.,Résiliation,Négatif,élevée,En cours,Traitement Niveau 1
105127,15/8/2025,Ouargla,Centre d'appel,client signale bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Basse,En cours,Vérification Boitier Extérieur
105128,31/5/2024,Boumerdès,Site web,"réclamation: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Critique,Résolu,Escalade Manager & Suivi
105129,21/11/2024,Msila,Site web,incident: coupure de service depuis ce matin.,Assistance,Négatif,Basse,Résolu,Traitement Niveau 1
105130,18/1/2024,Médéa,Centre d'appel,incident: image figée sur certaines chaines.,Coupure de ligne,Neutre,Moyenne,En cours,Vérification Boitier Extérieur
105131,25/9/2025,Chlef,Agence commerciale,demande d'assistance: débit très faible en soirée.,Coupure de ligne,Négatif,Basse,En cours,Vérification Boitier Extérieur
105132,8/1/2025,El Oued,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,Nouveau,Vérification Boitier Extérieur
105133,29/6/2024,Batna,Centre d'appel,incident: modem ne se synchronise pas.,Coupure de ligne,Négatif,élevée,Résolu,Intervention Technique Prioritaire
105134,1/10/2024,Relizane,Centre d'appel,réclamation: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
105135,8/10/2024,Oran,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Neutre,Basse,En cours,Vérification Boitier Extérieur
105136,24/8/2024,Ghardaïa,Site web,client signale erreur d'authentification lors de la connexion.,Télévision,Positif,Moyenne,En cours,Reconfiguration Décodeur
105137,26/7/2024,Adrar,Centre d'appel,demande d'assistance: débit très faible en soirée.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
105138,22/6/2025,Oran,Centre d'appel,abonné rapporte débit très faible en soirée.,Configuration,Négatif,Basse,Nouveau,Envoi Guide PDF/SMS
105139,12/8/2024,Alger,Application mobile,demande d'assistance: image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,Nouveau,Test de Stabilité de Ligne
105140,4/7/2025,Oran,Application mobile,"réclamation: problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
105141,30/11/2024,Ghardaïa,Centre d'appel,abonné rapporte débit très faible en soirée.,Autre,Neutre,Basse,Résolu,Traitement Niveau 1
105142,8/11/2024,Alger,Centre d'appel,incident: modem ne se synchronise pas.,Coupure de ligne,Positif,élevée,En cours,Intervention Technique Prioritaire
105143,20/8/2025,Sétif,Centre d'appel,client signale coupure de service depuis ce matin.,Résiliation,Négatif,Basse,Nouveau,Traitement Niveau 1
105144,8/3/2024,Oran,Centre d'appel,réclamation: bruit important sur la ligne téléphonique.,Résiliation,Neutre,Moyenne,En cours,Traitement Niveau 1
105145,28/6/2025,Blida,Site web,"client signale problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,élevée,En cours,Intervention Technique Prioritaire
105146,16/3/2024,Constantine,Site web,abonné rapporte erreur d'authentification lors de la connexion.,Résiliation,Négatif,élevée,Clôturé,Traitement Niveau 1
105147,23/9/2024,Blida,Agence commerciale,réclamation: débit très faible en soirée.,Configuration,Neutre,Basse,Résolu,Traitement Niveau 1
105148,10/1/2024,Constantine,Email,"abonné rapporte problème lors de la résiliation, facturation continue.",Installation,Négatif,Moyenne,En cours,Confirmation Date RDV
105149,5/8/2025,Annaba,Site web,client signale coupure de service depuis ce matin.,Internet lent,Négatif,Critique,Résolu,Test de Stabilité de Ligne
105150,1/12/2024,Oran,Site web,client signale image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
105151,26/1/2024,El Oued,Site web,réclamation: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Basse,Nouveau,Test de Stabilité de Ligne
105152,20/6/2025,Boumerdès,Centre d'appel,réclamation: installation non réalisée dans les délais.,Télévision,Négatif,Basse,En cours,Reconfiguration Décodeur
105153,12/6/2024,Laghouat,Agence commerciale,demande d'assistance: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
105154,15/10/2025,El Oued,Agence commerciale,demande d'assistance: bruit important sur la ligne téléphonique.,Assistance,Négatif,Moyenne,Nouveau,Envoi Guide PDF/SMS
105155,22/7/2025,Batna,Email,incident: modem ne se synchronise pas.,Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
105156,14/2/2024,Médéa,Email,réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
105157,25/2/2024,Boumerdès,Application mobile,abonné rapporte image figée sur certaines chaines.,Problème matériel,Négatif,Basse,Résolu,Traitement Niveau 1
105158,8/11/2024,Blida,Centre d'appel,incident: demande d'information sur l'offre et le contrat.,Autre,Positif,Moyenne,Escaladé,Traitement Niveau 1
105159,16/10/2024,Skikda,Centre d'appel,réclamation: coupure de service depuis ce matin.,Résiliation,Négatif,Basse,En cours,Traitement Niveau 1
105160,24/1/2025,Béjaïa,Email,"abonné rapporte montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
105161,17/9/2025,Médéa,Centre d'appel,réclamation: installation non réalisée dans les délais.,Télévision,Négatif,Moyenne,Nouveau,Stabilisation Bande Passante
105162,24/8/2024,Oran,Centre d'appel,réclamation: installation non réalisée dans les délais.,Facturation,Neutre,Moyenne,Résolu,Explication Détails Facture
105163,3/6/2025,Médéa,Centre d'appel,client signale installation non réalisée dans les délais.,Assistance,Négatif,Basse,Résolu,Envoi Guide PDF/SMS
105164,18/6/2024,Batna,Centre d'appel,demande d'assistance: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
105165,6/9/2025,Oran,Site web,"client signale problème lors de la résiliation, facturation continue.",Assistance,Négatif,Moyenne,Nouveau,Envoi Guide PDF/SMS
105166,23/8/2025,Ouargla,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Facturation,Négatif,Moyenne,En cours,Audit Facturation & Geste Commercial
105167,25/2/2024,Batna,Centre d'appel,"demande d'assistance: problème lors de la résiliation, facturation continue.",Installation,Négatif,Moyenne,En cours,Confirmation Date RDV
105168,19/8/2024,El Oued,Centre d'appel,réclamation: modem ne se synchronise pas.,Internet lent,Neutre,élevée,Résolu,Optimisation Wifi à Distance
105169,23/10/2024,Blida,Site web,"demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Positif,Basse,Clôturé,Vérification Boitier Extérieur
105170,31/8/2024,Adrar,Application mobile,réclamation: débit très faible en soirée.,Internet lent,Négatif,Moyenne,Nouveau,Proposition Upgrade Offre
105171,13/9/2024,Tizi Ouzou,Centre d'appel,incident: image figée sur certaines chaines.,Télévision,Neutre,Moyenne,Escaladé,Stabilisation Bande Passante
105172,11/12/2024,Constantine,Centre d'appel,"client signale problème lors de la résiliation, facturation continue.",Configuration,Neutre,Basse,En cours,Envoi Guide PDF/SMS
105173,16/9/2024,El Oued,Centre d'appel,abonné rapporte erreur d'authentification lors de la connexion.,Installation,Négatif,Basse,Résolu,Confirmation Date RDV
105174,16/9/2024,Sétif,Centre d'appel,"client signale problème lors de la résiliation, facturation continue.",Installation,Neutre,Basse,En cours,Confirmation Date RDV
105175,19/9/2024,Blida,Application mobile,incident: installation non réalisée dans les délais.,Internet lent,Neutre,élevée,Nouveau,Optimisation Wifi à Distance
105176,10/3/2025,Jijel,Centre d'appel,réclamation: modem ne se synchronise pas.,Assistance,Négatif,Moyenne,Résolu,Traitement Niveau 1
105177,3/9/2024,Saïda,Centre d'appel,client signale débit très faible en soirée.,Assistance,Neutre,élevée,En cours,Envoi Guide PDF/SMS
105178,18/6/2025,Blida,Centre d'appel,demande d'assistance: bruit important sur la ligne téléphonique.,Configuration,Positif,Basse,En cours,Envoi Guide PDF/SMS
105179,18/6/2024,Annaba,Site web,incident: installation non réalisée dans les délais.,Internet lent,Neutre,Moyenne,Résolu,Optimisation Wifi à Distance
105180,24/8/2025,Béjaïa,Centre d'appel,réclamation: débit très faible en soirée.,Internet lent,Neutre,Basse,Nouveau,Proposition Upgrade Offre
105181,2/9/2024,Tiaret,Email,incident: débit très faible en soirée.,Facturation,Négatif,Moyenne,En cours,Explication Détails Facture
105182,24/4/2024,Boumerdès,Email,incident: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Résolu,Optimisation Wifi à Distance
